-- west build: running target run
[0/1] To exit from QEMU enter: 'CTRL+a, x'[QEMU] CPU: qemu32,+nx,+pae
[0mSeaBIOS (version zephyr-v1.16.3-2-0-gf8da0cc-zephyr)
Booting from ROM..
*** Booting Zephyr OS build v4.4.0-1130-g3c36361caba4 ***
Zephyr Magic Wand adaptive scheduling benchmark start
Using synthetic accelerometer input

[RT] run=60 exec_ms=0 lateness_ms=10 gap_ms=110 misses=16 mode=PROTECT healthy_streak=1
[ML] attempt=163 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=164 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=165 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=166 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=61 exec_ms=0 lateness_ms=10 gap_ms=200 misses=16 mode=PROTECT healthy_streak=2
[ML] attempt=167 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=168 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=169 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=62 exec_ms=0 lateness_ms=10 gap_ms=200 misses=16 mode=PROTECT healthy_streak=3
[ML] attempt=170 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[SUMMARY] ml_attempts=171 ml_runs=35 rt_runs=62 rt_misses=16 mode=PROTECT healthy_streak=3
[ML] attempt=171 run=36 repeats=1 total_cycles=627006816 avg_cycles=627006816 mode=PROTECT action=RUN
[RT] run=63 exec_ms=10 lateness_ms=520 gap_ms=710 misses=17 mode=PROTECT healthy_streak=0
[ML] attempt=172 run=36 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=64 exec_ms=0 lateness_ms=10 gap_ms=90 misses=17 mode=PROTECT healthy_streak=1
[ML] attempt=173 run=36 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=174 run=36 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=175 run=36 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=65 exec_ms=0 lateness_ms=10 gap_ms=200 misses=17 mode=PROTECT healthy_streak=2
[ML] attempt=176 run=36 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
